FREQ,Frequenza,REF_AREA,Territorio,DATA_TYPE_AGGR,Aggregato,VALUATION,Valutazione,ADJUSTMENT,Correzione,EDITION,Edizione,TIME_PERIOD,Osservazione,OBS_STATUS,'Stato dell"'osservazione',NOTE_REF_AREA,Territorio (NOTE_REF_AREA),NOTE_DATA_TYPE_AGGR,Aggregato (NOTE_DATA_TYPE_AGGR),NOTE_VALUATION,Valutazione (NOTE_VALUATION),NOTE_ADJUSTMENT,Correzione (NOTE_ADJUSTMENT),NOTE_EDITION,Edizione (NOTE_EDITION),BASE_PER,Anno base,UNIT_MEAS,Unità di misura,UNIT_MULT,Unità di moltiplicazione
A,Annuale,ITC31,Imperia,B1GQ_B_W2_S1,Prodotto interno lordo ai prezzi di mercato,V,Prezzi correnti,N,Dati grezzi,2025M12,Dic-2025,2023,6047,,,,,,,VAL__V_N3,'Prezzi correnti:l"'aggregato di interesse è espresso in valore e riflette il livello dei prezzi del periodo corrente.',,,,,,,EURO,Euro,6,Milioni
A,Annuale,ITC32,Savona,B1GQ_B_W2_S1,Prodotto interno lordo ai prezzi di mercato,V,Prezzi correnti,N,Dati grezzi,2025M12,Dic-2025,2000,6026.3,,,,,,,VAL__V_N3,'Prezzi correnti:l"'aggregato di interesse è espresso in valore e riflette il livello dei prezzi del periodo corrente.',,,,,,,EURO,Euro,6,Milioni
A,Annuale,ITC32,Savona,B1GQ_B_W2_S1,Prodotto interno lordo ai prezzi di mercato,V,Prezzi correnti,N,Dati grezzi,2025M12,Dic-2025,2001,6485.4,,,,,,,VAL__V_N3,'Prezzi correnti:l"'aggregato di interesse è espresso in valore e riflette il livello dei prezzi del periodo corrente.',,,,,,,EURO,Euro,6,Milioni
A,Annuale,ITC32,Savona,B1GQ_B_W2_S1,Prodotto interno lordo ai prezzi di mercato,V,Prezzi correnti,N,Dati grezzi,2025M12,Dic-2025,2002,6509.9,,,,,,,VAL__V_N3,'Prezzi correnti:l"'aggregato di interesse è espresso in valore e riflette il livello dei prezzi del periodo corrente.',,,,,,,EURO,Euro,6,Milioni
A,Annuale,ITC32,Savona,B1GQ_B_W2_S1,Prodotto interno lordo ai prezzi di mercato,V,Prezzi correnti,N,Dati grezzi,2025M12,Dic-2025,2003,6885.1,,,,,,,VAL__V_N3,'Prezzi correnti:l"'aggregato di interesse è espresso in valore e riflette il livello dei prezzi del periodo corrente.',,,,,,,EURO,Euro,6,Milioni
A,Annuale,ITC32,Savona,B1GQ_B_W2_S1,Prodotto interno lordo ai prezzi di mercato,V,Prezzi correnti,N,Dati grezzi,2025M12,Dic-2025,2004,7139.7,,,,,,,VAL__V_N3,'Prezzi correnti:l"'aggregato di interesse è espresso in valore e riflette il livello dei prezzi del periodo corrente.',,,,,,,EURO,Euro,6,Milioni
A,Annuale,ITC32,Savona,B1GQ_B_W2_S1,Prodotto interno lordo ai prezzi di mercato,V,Prezzi correnti,N,Dati grezzi,2025M12,Dic-2025,2005,7519.4,,,,,,,VAL__V_N3,'Prezzi correnti:l"'aggregato di interesse è espresso in valore e riflette il livello dei prezzi del periodo corrente.',,,,,,,EURO,Euro,6,Milioni
A,Annuale,ITC32,Savona,B1GQ_B_W2_S1,Prodotto interno lordo ai prezzi di mercato,V,Prezzi correnti,N,Dati grezzi,2025M12,Dic-2025,2006,7892.9,,,,,,,VAL__V_N3,'Prezzi correnti:l"'aggregato di interesse è espresso in valore e riflette il livello dei prezzi del periodo corrente.',,,,,,,EURO,Euro,6,Milioni
A,Annuale,ITC32,Savona,B1GQ_B_W2_S1,Prodotto interno lordo ai prezzi di mercato,V,Prezzi correnti,N,Dati grezzi,2025M12,Dic-2025,2007,8382.1,,,,,,,VAL__V_N3,'Prezzi correnti:l"'aggregato di interesse è espresso in valore e riflette il livello dei prezzi del periodo corrente.',,,,,,,EURO,Euro,6,Milioni
A,Annuale,ITC32,Savona,B1GQ_B_W2_S1,Prodotto interno lordo ai prezzi di mercato,V,Prezzi correnti,N,Dati grezzi,2025M12,Dic-2025,2008,8353.9,,,,,,,VAL__V_N3,'Prezzi correnti:l"'aggregato di interesse è espresso in valore e riflette il livello dei prezzi del periodo corrente.',,,,,,,EURO,Euro,6,Milioni
A,Annuale,ITC32,Savona,B1GQ_B_W2_S1,Prodotto interno lordo ai prezzi di mercato,V,Prezzi correnti,N,Dati grezzi,2025M12,Dic-2025,2009,8046.9,,,,,,,VAL__V_N3,'Prezzi correnti:l"'aggregato di interesse è espresso in valore e riflette il livello dei prezzi del periodo corrente.',,,,,,,EURO,Euro,6,Milioni
A,Annuale,ITC32,Savona,B1GQ_B_W2_S1,Prodotto interno lordo ai prezzi di mercato,V,Prezzi correnti,N,Dati grezzi,2025M12,Dic-2025,2010,7675.6,,,,,,,VAL__V_N3,'Prezzi correnti:l"'aggregato di interesse è espresso in valore e riflette il livello dei prezzi del periodo corrente.',,,,,,,EURO,Euro,6,Milioni
A,Annuale,ITC32,Savona,B1GQ_B_W2_S1,Prodotto interno lordo ai prezzi di mercato,V,Prezzi correnti,N,Dati grezzi,2025M12,Dic-2025,2011,7841.6,,,,,,,VAL__V_N3,'Prezzi correnti:l"'aggregato di interesse è espresso in valore e riflette il livello dei prezzi del periodo corrente.',,,,,,,EURO,Euro,6,Milioni
A,Annuale,ITC32,Savona,B1GQ_B_W2_S1,Prodotto interno lordo ai prezzi di mercato,V,Prezzi correnti,N,Dati grezzi,2025M12,Dic-2025,2012,7578.4,,,,,,,VAL__V_N3,'Prezzi correnti:l"'aggregato di interesse è espresso in valore e riflette il livello dei prezzi del periodo corrente.',,,,,,,EURO,Euro,6,Milioni
A,Annuale,ITC32,Savona,B1GQ_B_W2_S1,Prodotto interno lordo ai prezzi di mercato,V,Prezzi correnti,N,Dati grezzi,2025M12,Dic-2025,2013,7511.9,,,,,,,VAL__V_N3,'Prezzi correnti:l"'aggregato di interesse è espresso in valore e riflette il livello dei prezzi del periodo corrente.',,,,,,,EURO,Euro,6,Milioni
A,Annuale,ITC32,Savona,B1GQ_B_W2_S1,Prodotto interno lordo ai prezzi di mercato,V,Prezzi correnti,N,Dati grezzi,2025M12,Dic-2025,2014,7332,,,,,,,VAL__V_N3,'Prezzi correnti:l"'aggregato di interesse è espresso in valore e riflette il livello dei prezzi del periodo corrente.',,,,,,,EURO,Euro,6,Milioni
A,Annuale,ITC32,Savona,B1GQ_B_W2_S1,Prodotto interno lordo ai prezzi di mercato,V,Prezzi correnti,N,Dati grezzi,2025M12,Dic-2025,2015,7441.7,,,,,,,VAL__V_N3,'Prezzi correnti:l"'aggregato di interesse è espresso in valore e riflette il livello dei prezzi del periodo corrente.',,,,,,,EURO,Euro,6,Milioni
A,Annuale,ITC32,Savona,B1GQ_B_W2_S1,Prodotto interno lordo ai prezzi di mercato,V,Prezzi correnti,N,Dati grezzi,2025M12,Dic-2025,2016,7523.5,,,,,,,VAL__V_N3,'Prezzi correnti:l"'aggregato di interesse è espresso in valore e riflette il livello dei prezzi del periodo corrente.',,,,,,,EURO,Euro,6,Milioni
A,Annuale,ITC32,Savona,B1GQ_B_W2_S1,Prodotto interno lordo ai prezzi di mercato,V,Prezzi correnti,N,Dati grezzi,2025M12,Dic-2025,2017,7750.5,,,,,,,VAL__V_N3,'Prezzi correnti:l"'aggregato di interesse è espresso in valore e riflette il livello dei prezzi del periodo corrente.',,,,,,,EURO,Euro,6,Milioni
A,Annuale,ITC32,Savona,B1GQ_B_W2_S1,Prodotto interno lordo ai prezzi di mercato,V,Prezzi correnti,N,Dati grezzi,2025M12,Dic-2025,2018,7745.7,,,,,,,VAL__V_N3,'Prezzi correnti:l"'aggregato di interesse è espresso in valore e riflette il livello dei prezzi del periodo corrente.',,,,,,,EURO,Euro,6,Milioni
A,Annuale,ITC32,Savona,B1GQ_B_W2_S1,Prodotto interno lordo ai prezzi di mercato,V,Prezzi correnti,N,Dati grezzi,2025M12,Dic-2025,2019,7622.8,,,,,,,VAL__V_N3,'Prezzi correnti:l"'aggregato di interesse è espresso in valore e riflette il livello dei prezzi del periodo corrente.',,,,,,,EURO,Euro,6,Milioni
A,Annuale,ITC32,Savona,B1GQ_B_W2_S1,Prodotto interno lordo ai prezzi di mercato,V,Prezzi correnti,N,Dati grezzi,2025M12,Dic-2025,2020,7229.3,,,,,,,VAL__V_N3,'Prezzi correnti:l"'aggregato di interesse è espresso in valore e riflette il livello dei prezzi del periodo corrente.',,,,,,,EURO,Euro,6,Milioni
A,Annuale,ITC32,Savona,B1GQ_B_W2_S1,Prodotto interno lordo ai prezzi di mercato,V,Prezzi correnti,N,Dati grezzi,2025M12,Dic-2025,2021,7968.8,,,,,,,VAL__V_N3,'Prezzi correnti:l"'aggregato di interesse è espresso in valore e riflette il livello dei prezzi del periodo corrente.',,,,,,,EURO,Euro,6,Milioni
A,Annuale,ITC32,Savona,B1GQ_B_W2_S1,Prodotto interno lordo ai prezzi di mercato,V,Prezzi correnti,N,Dati grezzi,2025M12,Dic-2025,2022,8807.2,,,,,,,VAL__V_N3,'Prezzi correnti:l"'aggregato di interesse è espresso in valore e riflette il livello dei prezzi del periodo corrente.',,,,,,,EURO,Euro,6,Milioni
A,Annuale,ITC32,Savona,B1GQ_B_W2_S1,Prodotto interno lordo ai prezzi di mercato,V,Prezzi correnti,N,Dati grezzi,2025M12,Dic-2025,2023,9296,,,,,,,VAL__V_N3,'Prezzi correnti:l"'aggregato di interesse è espresso in valore e riflette il livello dei prezzi del periodo corrente.',,,,,,,EURO,Euro,6,Milioni
A,Annuale,ITC33,Genova,B1GQ_B_W2_S1,Prodotto interno lordo ai prezzi di mercato,V,Prezzi correnti,N,Dati grezzi,2025M12,Dic-2025,2000,21394.3,,,,,,,VAL__V_N3,'Prezzi correnti:l"'aggregato di interesse è espresso in valore e riflette il livello dei prezzi del periodo corrente.',,,,,,,EURO,Euro,6,Milioni
A,Annuale,ITC33,Genova,B1GQ_B_W2_S1,Prodotto interno lordo ai prezzi di mercato,V,Prezzi correnti,N,Dati grezzi,2025M12,Dic-2025,2001,22894.5,,,,,,,VAL__V_N3,'Prezzi correnti:l"'aggregato di interesse è espresso in valore e riflette il livello dei prezzi del periodo corrente.',,,,,,,EURO,Euro,6,Milioni
A,Annuale,ITC33,Genova,B1GQ_B_W2_S1,Prodotto interno lordo ai prezzi di mercato,V,Prezzi correnti,N,Dati grezzi,2025M12,Dic-2025,2002,23153.7,,,,,,,VAL__V_N3,'Prezzi correnti:l"'aggregato di interesse è espresso in valore e riflette il livello dei prezzi del periodo corrente.',,,,,,,EURO,Euro,6,Milioni
A,Annuale,ITC33,Genova,B1GQ_B_W2_S1,Prodotto interno lordo ai prezzi di mercato,V,Prezzi correnti,N,Dati grezzi,2025M12,Dic-2025,2003,24013,,,,,,,VAL__V_N3,'Prezzi correnti:l"'aggregato di interesse è espresso in valore e riflette il livello dei prezzi del periodo corrente.',,,,,,,EURO,Euro,6,Milioni
A,Annuale,ITC33,Genova,B1GQ_B_W2_S1,Prodotto interno lordo ai prezzi di mercato,V,Prezzi correnti,N,Dati grezzi,2025M12,Dic-2025,2004,24953.4,,,,,,,VAL__V_N3,'Prezzi correnti:l"'aggregato di interesse è espresso in valore e riflette il livello dei prezzi del periodo corrente.',,,,,,,EURO,Euro,6,Milioni
A,Annuale,ITC33,Genova,B1GQ_B_W2_S1,Prodotto interno lordo ai prezzi di mercato,V,Prezzi correnti,N,Dati grezzi,2025M12,Dic-2025,2005,25481.9,,,,,,,VAL__V_N3,'Prezzi correnti:l"'aggregato di interesse è espresso in valore e riflette il livello dei prezzi del periodo corrente.',,,,,,,EURO,Euro,6,Milioni
A,Annuale,ITC33,Genova,B1GQ_B_W2_S1,Prodotto interno lordo ai prezzi di mercato,V,Prezzi correnti,N,Dati grezzi,2025M12,Dic-2025,2006,26344.5,,,,,,,VAL__V_N3,'Prezzi correnti:l"'aggregato di interesse è espresso in valore e riflette il livello dei prezzi del periodo corrente.',,,,,,,EURO,Euro,6,Milioni
A,Annuale,ITC33,Genova,B1GQ_B_W2_S1,Prodotto interno lordo ai prezzi di mercato,V,Prezzi correnti,N,Dati grezzi,2025M12,Dic-2025,2007,27548,,,,,,,VAL__V_N3,'Prezzi correnti:l"'aggregato di interesse è espresso in valore e riflette il livello dei prezzi del periodo corrente.',,,,,,,EURO,Euro,6,Milioni
A,Annuale,ITC33,Genova,B1GQ_B_W2_S1,Prodotto interno lordo ai prezzi di mercato,V,Prezzi correnti,N,Dati grezzi,2025M12,Dic-2025,2008,28558.5,,,,,,,VAL__V_N3,'Prezzi correnti:l"'aggregato di interesse è espresso in valore e riflette il livello dei prezzi del periodo corrente.',,,,,,,EURO,Euro,6,Milioni
A,Annuale,ITC33,Genova,B1GQ_B_W2_S1,Prodotto interno lordo ai prezzi di mercato,V,Prezzi correnti,N,Dati grezzi,2025M12,Dic-2025,2009,27664.7,,,,,,,VAL__V_N3,'Prezzi correnti:l"'aggregato di interesse è espresso in valore e riflette il livello dei prezzi del periodo corrente.',,,,,,,EURO,Euro,6,Milioni
A,Annuale,ITC33,Genova,B1GQ_B_W2_S1,Prodotto interno lordo ai prezzi di mercato,V,Prezzi correnti,N,Dati grezzi,2025M12,Dic-2025,2010,27382,,,,,,,VAL__V_N3,'Prezzi correnti:l"'aggregato di interesse è espresso in valore e riflette il livello dei prezzi del periodo corrente.',,,,,,,EURO,Euro,6,Milioni
A,Annuale,ITC33,Genova,B1GQ_B_W2_S1,Prodotto interno lordo ai prezzi di mercato,V,Prezzi correnti,N,Dati grezzi,2025M12,Dic-2025,2011,27454.2,,,,,,,VAL__V_N3,'Prezzi correnti:l"'aggregato di interesse è espresso in valore e riflette il livello dei prezzi del periodo corrente.',,,,,,,EURO,Euro,6,Milioni
A,Annuale,ITC33,Genova,B1GQ_B_W2_S1,Prodotto interno lordo ai prezzi di mercato,V,Prezzi correnti,N,Dati grezzi,2025M12,Dic-2025,2012,26990,,,,,,,VAL__V_N3,'Prezzi correnti:l"'aggregato di interesse è espresso in valore e riflette il livello dei prezzi del periodo corrente.',,,,,,,EURO,Euro,6,Milioni
A,Annuale,ITC33,Genova,B1GQ_B_W2_S1,Prodotto interno lordo ai prezzi di mercato,V,Prezzi correnti,N,Dati grezzi,2025M12,Dic-2025,2013,26590.3,,,,,,,VAL__V_N3,'Prezzi correnti:l"'aggregato di interesse è espresso in valore e riflette il livello dei prezzi del periodo corrente.',,,,,,,EURO,Euro,6,Milioni
A,Annuale,ITC33,Genova,B1GQ_B_W2_S1,Prodotto interno lordo ai prezzi di mercato,V,Prezzi correnti,N,Dati grezzi,2025M12,Dic-2025,2014,27535,,,,,,,VAL__V_N3,'Prezzi correnti:l"'aggregato di interesse è espresso in valore e riflette il livello dei prezzi del periodo corrente.',,,,,,,EURO,Euro,6,Milioni
A,Annuale,ITC33,Genova,B1GQ_B_W2_S1,Prodotto interno lordo ai prezzi di mercato,V,Prezzi correnti,N,Dati grezzi,2025M12,Dic-2025,2015,27979.6,,,,,,,VAL__V_N3,'Prezzi correnti:l"'aggregato di interesse è espresso in valore e riflette il livello dei prezzi del periodo corrente.',,,,,,,EURO,Euro,6,Milioni
A,Annuale,ITC33,Genova,B1GQ_B_W2_S1,Prodotto interno lordo ai prezzi di mercato,V,Prezzi correnti,N,Dati grezzi,2025M12,Dic-2025,2016,28586.2,,,,,,,VAL__V_N3,'Prezzi correnti:l"'aggregato di interesse è espresso in valore e riflette il livello dei prezzi del periodo corrente.',,,,,,,EURO,Euro,6,Milioni
A,Annuale,ITC33,Genova,B1GQ_B_W2_S1,Prodotto interno lordo ai prezzi di mercato,V,Prezzi correnti,N,Dati grezzi,2025M12,Dic-2025,2017,29278.9,,,,,,,VAL__V_N3,'Prezzi correnti:l"'aggregato di interesse è espresso in valore e riflette il livello dei prezzi del periodo corrente.',,,,,,,EURO,Euro,6,Milioni
A,Annuale,ITC33,Genova,B1GQ_B_W2_S1,Prodotto interno lordo ai prezzi di mercato,V,Prezzi correnti,N,Dati grezzi,2025M12,Dic-2025,2018,29238.7,,,,,,,VAL__V_N3,'Prezzi correnti:l"'aggregato di interesse è espresso in valore e riflette il livello dei prezzi del periodo corrente.',,,,,,,EURO,Euro,6,Milioni
A,Annuale,ITC33,Genova,B1GQ_B_W2_S1,Prodotto interno lordo ai prezzi di mercato,V,Prezzi correnti,N,Dati grezzi,2025M12,Dic-2025,2019,29967.7,,,,,,,VAL__V_N3,'Prezzi correnti:l"'aggregato di interesse è espresso in valore e riflette il livello dei prezzi del periodo corrente.',,,,,,,EURO,Euro,6,Milioni
A,Annuale,ITC33,Genova,B1GQ_B_W2_S1,Prodotto interno lordo ai prezzi di mercato,V,Prezzi correnti,N,Dati grezzi,2025M12,Dic-2025,2020,26429.3,,,,,,,VAL__V_N3,'Prezzi correnti:l"'aggregato di interesse è espresso in valore e riflette il livello dei prezzi del periodo corrente.',,,,,,,EURO,Euro,6,Milioni
A,Annuale,ITC33,Genova,B1GQ_B_W2_S1,Prodotto interno lordo ai prezzi di mercato,V,Prezzi correnti,N,Dati grezzi,2025M12,Dic-2025,2021,28916.9,,,,,,,VAL__V_N3,'Prezzi correnti:l"'aggregato di interesse è espresso in valore e riflette il livello dei prezzi del periodo corrente.',,,,,,,EURO,Euro,6,Milioni
A,Annuale,ITC33,Genova,B1GQ_B_W2_S1,Prodotto interno lordo ai prezzi di mercato,V,Prezzi correnti,N,Dati grezzi,2025M12,Dic-2025,2022,30871,,,,,,,VAL__V_N3,'Prezzi correnti:l"'aggregato di interesse è espresso in valore e riflette il livello dei prezzi del periodo corrente.',,,,,,,EURO,Euro,6,Milioni
A,Annuale,ITC33,Genova,B1GQ_B_W2_S1,Prodotto interno lordo ai prezzi di mercato,V,Prezzi correnti,N,Dati grezzi,2025M12,Dic-2025,2023,34447,,,,,,,VAL__V_N3,'Prezzi correnti:l"'aggregato di interesse è espresso in valore e riflette il livello dei prezzi del periodo corrente.',,,,,,,EURO,Euro,6,Milioni
A,Annuale,ITC34,La Spezia,B1GQ_B_W2_S1,Prodotto interno lordo ai prezzi di mercato,V,Prezzi correnti,N,Dati grezzi,2025M12,Dic-2025,2000,5051.2,,,,,,,VAL__V_N3,'Prezzi correnti:l"'aggregato di interesse è espresso in valore e riflette il livello dei prezzi del periodo corrente.',,,,,,,EURO,Euro,6,Milioni
A,Annuale,ITC34,La Spezia,B1GQ_B_W2_S1,Prodotto interno lordo ai prezzi di mercato,V,Prezzi correnti,N,Dati grezzi,2025M12,Dic-2025,2001,5149.1,,,,,,,VAL__V_N3,'Prezzi correnti:l"'aggregato di interesse è espresso in valore e riflette il livello dei prezzi del periodo corrente.',,,,,,,EURO,Euro,6,Milioni
A,Annuale,ITC34,La Spezia,B1GQ_B_W2_S1,Prodotto interno lordo ai prezzi di mercato,V,Prezzi correnti,N,Dati grezzi,2025M12,Dic-2025,2002,5189,,,,,,,VAL__V_N3,'Prezzi correnti:l"'aggregato di interesse è espresso in valore e riflette il livello dei prezzi del periodo corrente.',,,,,,,EURO,Euro,6,Milioni
A,Annuale,ITC34,La Spezia,B1GQ_B_W2_S1,Prodotto interno lordo ai prezzi di mercato,V,Prezzi correnti,N,Dati grezzi,2025M12,Dic-2025,2003,5210.9,,,,,,,VAL__V_N3,'Prezzi correnti:l"'aggregato di interesse è espresso in valore e riflette il livello dei prezzi del periodo corrente.',,,,,,,EURO,Euro,6,Milioni
A,Annuale,ITC34,La Spezia,B1GQ_B_W2_S1,Prodotto interno lordo ai prezzi di mercato,V,Prezzi correnti,N,Dati grezzi,2025M12,Dic-2025,2004,5434.8,,,,,,,VAL__V_N3,'Prezzi correnti:l"'aggregato di interesse è espresso in valore e riflette il livello dei prezzi del periodo corrente.',,,,,,,EURO,Euro,6,Milioni
A,Annuale,ITC34,La Spezia,B1GQ_B_W2_S1,Prodotto interno lordo ai prezzi di mercato,V,Prezzi correnti,N,Dati grezzi,2025M12,Dic-2025,2005,5762,,,,,,,VAL__V_N3,'Prezzi correnti:l"'aggregato di interesse è espresso in valore e riflette il livello dei prezzi del periodo corrente.',,,,,,,EURO,Euro,6,Milioni
A,Annuale,ITC34,La Spezia,B1GQ_B_W2_S1,Prodotto interno lordo ai prezzi di mercato,V,Prezzi correnti,N,Dati grezzi,2025M12,Dic-2025,2006,5639.1,,,,,,,VAL__V_N3,'Prezzi correnti:l"'aggregato di interesse è espresso in valore e riflette il livello dei prezzi del periodo corrente.',,,,,,,EURO,Euro,6,Milioni
A,Annuale,ITC34,La Spezia,B1GQ_B_W2_S1,Prodotto interno lordo ai prezzi di mercato,V,Prezzi correnti,N,Dati grezzi,2025M12,Dic-2025,2007,5801,,,,,,,VAL__V_N3,'Prezzi correnti:l"'aggregato di interesse è espresso in valore e riflette il livello dei prezzi del periodo corrente.',,,,,,,EURO,Euro,6,Milioni
A,Annuale,ITC34,La Spezia,B1GQ_B_W2_S1,Prodotto interno lordo ai prezzi di mercato,V,Prezzi correnti,N,Dati grezzi,2025M12,Dic-2025,2008,5934.9,,,,,,,VAL__V_N3,'Prezzi correnti:l"'aggregato di interesse è espresso in valore e riflette il livello dei prezzi del periodo corrente.',,,,,,,EURO,Euro,6,Milioni
A,Annuale,ITC34,La Spezia,B1GQ_B_W2_S1,Prodotto interno lordo ai prezzi di mercato,V,Prezzi correnti,N,Dati grezzi,2025M12,Dic-2025,2009,5746.9,,,,,,,VAL__V_N3,'Prezzi correnti:l"'aggregato di interesse è espresso in valore e riflette il livello dei prezzi del periodo corrente.',,,,,,,EURO,Euro,6,Milioni
A,Annuale,ITC34,La Spezia,B1GQ_B_W2_S1,Prodotto interno lordo ai prezzi di mercato,V,Prezzi correnti,N,Dati grezzi,2025M12,Dic-2025,2010,5976.1,,,,,,,VAL__V_N3,'Prezzi correnti:l"'aggregato di interesse è espresso in valore e riflette il livello dei prezzi del periodo corrente.',,,,,,,EURO,Euro,6,Milioni
A,Annuale,ITC34,La Spezia,B1GQ_B_W2_S1,Prodotto interno lordo ai prezzi di mercato,V,Prezzi correnti,N,Dati grezzi,2025M12,Dic-2025,2011,6403,,,,,,,VAL__V_N3,'Prezzi correnti:l"'aggregato di interesse è espresso in valore e riflette il livello dei prezzi del periodo corrente.',,,,,,,EURO,Euro,6,Milioni
A,Annuale,ITC34,La Spezia,B1GQ_B_W2_S1,Prodotto interno lordo ai prezzi di mercato,V,Prezzi correnti,N,Dati grezzi,2025M12,Dic-2025,2012,6371.8,,,,,,,VAL__V_N3,'Prezzi correnti:l"'aggregato di interesse è espresso in valore e riflette il livello dei prezzi del periodo corrente.',,,,,,,EURO,Euro,6,Milioni
A,Annuale,ITC34,La Spezia,B1GQ_B_W2_S1,Prodotto interno lordo ai prezzi di mercato,V,Prezzi correnti,N,Dati grezzi,2025M12,Dic-2025,2013,6368.6,,,,,,,VAL__V_N3,'Prezzi correnti:l"'aggregato di interesse è espresso in valore e riflette il livello dei prezzi del periodo corrente.',,,,,,,EURO,Euro,6,Milioni
A,Annuale,ITC34,La Spezia,B1GQ_B_W2_S1,Prodotto interno lordo ai prezzi di mercato,V,Prezzi correnti,N,Dati grezzi,2025M12,Dic-2025,2014,6386.3,,,,,,,VAL__V_N3,'Prezzi correnti:l"'aggregato di interesse è espresso in valore e riflette il livello dei prezzi del periodo corrente.',,,,,,,EURO,Euro,6,Milioni
A,Annuale,ITC34,La Spezia,B1GQ_B_W2_S1,Prodotto interno lordo ai prezzi di mercato,V,Prezzi correnti,N,Dati grezzi,2025M12,Dic-2025,2015,6437.8,,,,,,,VAL__V_N3,'Prezzi correnti:l"'aggregato di interesse è espresso in valore e riflette il livello dei prezzi del periodo corrente.',,,,,,,EURO,Euro,6,Milioni
A,Annuale,ITC34,La Spezia,B1GQ_B_W2_S1,Prodotto interno lordo ai prezzi di mercato,V,Prezzi correnti,N,Dati grezzi,2025M12,Dic-2025,2016,6547.5,,,,,,,VAL__V_N3,'Prezzi correnti:l"'aggregato di interesse è espresso in valore e riflette il livello dei prezzi del periodo corrente.',,,,,,,EURO,Euro,6,Milioni
A,Annuale,ITC34,La Spezia,B1GQ_B_W2_S1,Prodotto interno lordo ai prezzi di mercato,V,Prezzi correnti,N,Dati grezzi,2025M12,Dic-2025,2017,6620.6,,,,,,,VAL__V_N3,'Prezzi correnti:l"'aggregato di interesse è espresso in valore e riflette il livello dei prezzi del periodo corrente.',,,,,,,EURO,Euro,6,Milioni
A,Annuale,ITC34,La Spezia,B1GQ_B_W2_S1,Prodotto interno lordo ai prezzi di mercato,V,Prezzi correnti,N,Dati grezzi,2025M12,Dic-2025,2018,6712.2,,,,,,,VAL__V_N3,'Prezzi correnti:l"'aggregato di interesse è espresso in valore e riflette il livello dei prezzi del periodo corrente.',,,,,,,EURO,Euro,6,Milioni
A,Annuale,ITC34,La Spezia,B1GQ_B_W2_S1,Prodotto interno lordo ai prezzi di mercato,V,Prezzi correnti,N,Dati grezzi,2025M12,Dic-2025,2019,6798.8,,,,,,,VAL__V_N3,'Prezzi correnti:l"'aggregato di interesse è espresso in valore e riflette il livello dei prezzi del periodo corrente.',,,,,,,EURO,Euro,6,Milioni
A,Annuale,ITC34,La Spezia,B1GQ_B_W2_S1,Prodotto interno lordo ai prezzi di mercato,V,Prezzi correnti,N,Dati grezzi,2025M12,Dic-2025,2020,6523,,,,,,,VAL__V_N3,'Prezzi correnti:l"'aggregato di interesse è espresso in valore e riflette il livello dei prezzi del periodo corrente.',,,,,,,EURO,Euro,6,Milioni
A,Annuale,ITC34,La Spezia,B1GQ_B_W2_S1,Prodotto interno lordo ai prezzi di mercato,V,Prezzi correnti,N,Dati grezzi,2025M12,Dic-2025,2021,7283.5,,,,,,,VAL__V_N3,'Prezzi correnti:l"'aggregato di interesse è espresso in valore e riflette il livello dei prezzi del periodo corrente.',,,,,,,EURO,Euro,6,Milioni
A,Annuale,ITC34,La Spezia,B1GQ_B_W2_S1,Prodotto interno lordo ai prezzi di mercato,V,Prezzi correnti,N,Dati grezzi,2025M12,Dic-2025,2022,7752.7,,,,,,,VAL__V_N3,'Prezzi correnti:l"'aggregato di interesse è espresso in valore e riflette il livello dei prezzi del periodo corrente.',,,,,,,EURO,Euro,6,Milioni
A,Annuale,ITC34,La Spezia,B1GQ_B_W2_S1,Prodotto interno lordo ai prezzi di mercato,V,Prezzi correnti,N,Dati grezzi,2025M12,Dic-2025,2023,8291,,,,,,,VAL__V_N3,'Prezzi correnti:l"'aggregato di interesse è espresso in valore e riflette il livello dei prezzi del periodo corrente.',,,,,,,EURO,Euro,6,Milioni
A,Annuale,ITC4,Lombardia,B1GQ_B_W2_S1,Prodotto interno lordo ai prezzi di mercato,V,Prezzi correnti,N,Dati grezzi,2025M12,Dic-2025,1995,213029.3,,,,,,,VAL__V_N3,'Prezzi correnti:l"'aggregato di interesse è espresso in valore e riflette il livello dei prezzi del periodo corrente.',,,,,,,EURO,Euro,6,Milioni
A,Annuale,ITC4,Lombardia,B1GQ_B_W2_S1,Prodotto interno lordo ai prezzi di mercato,V,Prezzi correnti,N,Dati grezzi,2025M12,Dic-2025,1996,225888,,,,,,,VAL__V_N3,'Prezzi correnti:l"'aggregato di interesse è espresso in valore e riflette il livello dei prezzi del periodo corrente.',,,,,,,EURO,Euro,6,Milioni
A,Annuale,ITC4,Lombardia,B1GQ_B_W2_S1,Prodotto interno lordo ai prezzi di mercato,V,Prezzi correnti,N,Dati grezzi,2025M12,Dic-2025,1997,235069.2,,,,,,,VAL__V_N3,'Prezzi correnti:l"'aggregato di interesse è espresso in valore e riflette il livello dei prezzi del periodo corrente.',,,,,,,EURO,Euro,6,Milioni
